tile_id,tile_name,instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"p2_tile_02","P2 tile 02","9","T2_ClearCellBoundary_006","GT Clear cell boundary","T2_Nucleus_008","4164.5","465.4","266.3","39023.4","43403.3","39029.0","43416.5","0.0","0.0000"
"p2_tile_02","P2 tile 02","10","T2_ClearCellBoundary_007","GT Clear cell boundary","T2_Nucleus_010","6408.0","449.6","340.6","39007.6","43477.6","39017.0","43471.5","0.0","0.0000"
"p2_tile_02","P2 tile 02","11","T2_ClearCellBoundary_008","GT Clear cell boundary","T2_Nucleus_009","6281.5","183.5","349.8","38741.5","43486.8","38756.0","43461.5","0.0","0.0000"
"p2_tile_02","P2 tile 02","12","T2_ClearCellBoundary_010","GT Clear cell boundary","T2_Nucleus_011","2825.5","353.3","361.5","38911.3","43498.5","38932.5","43492.5","0.0","0.0000"
"p2_tile_02","P2 tile 02","13","T2_ClearCellBoundary_011","GT Clear cell boundary","T2_Nucleus_012","5769.3","30.2","366.5","38588.2","43503.5","38565.0","43537.5","0.0","0.0000"
"p2_tile_02","P2 tile 02","14","T2_ClearCellBoundary_012","GT Clear cell boundary","T2_Nucleus_013","4776.0","382.4","408.5","38940.4","43545.5","38930.5","43567.5","0.0","0.0000"
"p2_tile_02","P2 tile 02","15","T2_ClearCellBoundary_014","GT Clear cell boundary","T2_Nucleus_016","4818.8","294.7","457.6","38852.7","43594.6","38838.0","43608.0","0.0","0.0000"
"p2_tile_02","P2 tile 02","16","T2_ClearCellBoundary_015","GT Clear cell boundary","T2_Nucleus_015","3784.5","231.3","474.5","38789.3","43611.5","38802.0","43606.0","0.0","0.0000"
"p2_tile_02","P2 tile 02","17","T2_ClearCellBoundary_016","GT Clear cell boundary","T2_Nucleus_014","4387.5","381.7","478.6","38939.7","43615.6","38964.0","43597.0","0.0","0.0000"
"p2_tile_02","P2 tile 02","18","T2_ClearCellBoundary_017","GT Clear cell boundary","T2_Nucleus_017","1834.0","303.5","511.9","38861.5","43648.9","38887.5","43633.5","48.5","0.0264"
"p2_tile_03","P2 tile 03","1","T3_ClearCellBoundary_001","GT Clear cell boundary","T3_Nucleus_002","5654.5","387.8","55.1","38945.8","43704.1","38924.5","43725.5","0.0","0.0000"
"p2_tile_03","P2 tile 03","2","T3_ClearCellBoundary_002","GT Clear cell boundary","T3_Nucleus_001","3008.5","17.4","56.7","38575.4","43705.7","38578.5","43684.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","3","T3_ClearCellBoundary_003","GT Clear cell boundary","T3_Nucleus_003","5467.0","308.8","70.0","38866.8","43719.0","38893.0","43730.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","4","T3_ClearCellBoundary_004","GT Clear cell boundary","T3_Nucleus_004","10493.5","83.4","97.3","38641.4","43746.3","38592.0","43780.5","0.0","0.0000"
"p2_tile_03","P2 tile 03","5","T3_ClearCellBoundary_005","GT Clear cell boundary","T3_Nucleus_005","4414.0","501.7","98.3","39059.7","43747.3","39053.0","43783.5","0.0","0.0000"
"p2_tile_03","P2 tile 03","6","T3_ClearCellBoundary_007","GT Clear cell boundary","T3_Nucleus_010","9471.5","349.5","135.8","38907.5","43784.8","38908.0","43828.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","7","T3_ClearCellBoundary_008","GT Clear cell boundary","T3_Nucleus_007","2049.5","493.4","169.5","39051.4","43818.5","39049.0","43812.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","8","T3_ClearCellBoundary_009","GT Clear cell boundary","T3_Nucleus_011","6769.0","227.7","177.6","38785.7","43826.6","38772.5","43852.5","0.0","0.0000"
"p2_tile_03","P2 tile 03","9","T3_ClearCellBoundary_011","GT Clear cell boundary","T3_Nucleus_008","6786.5","42.6","202.3","38600.6","43851.3","38611.0","43817.5","0.0","0.0000"
"p2_tile_03","P2 tile 03","10","T3_ClearCellBoundary_012","GT Clear cell boundary","T3_Nucleus_012","3559.0","308.4","214.9","38866.4","43863.9","38899.0","43875.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","11","T3_ClearCellBoundary_013","GT Clear cell boundary","T3_Nucleus_013","8588.8","452.9","228.5","39010.9","43877.5","38979.5","43886.5","0.0","0.0000"
"p2_tile_03","P2 tile 03","12","T3_ClearCellBoundary_015","GT Clear cell boundary","T3_Nucleus_016","5695.5","278.5","271.9","38836.5","43920.9","38827.5","43913.5","0.0","0.0000"
"p2_tile_03","P2 tile 03","13","T3_ClearCellBoundary_016","GT Clear cell boundary","T3_Nucleus_017","6083.0","426.2","290.7","38984.2","43939.7","38991.0","43921.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","14","T3_ClearCellBoundary_017","GT Clear cell boundary","T3_Nucleus_015","6731.0","58.3","297.3","38616.3","43946.3","38650.0","43913.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","15","T3_ClearCellBoundary_018","GT Clear cell boundary","T3_Nucleus_018","2070.0","510.3","309.4","39068.3","43958.4","39067.0","43953.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","16","T3_ClearCellBoundary_019","GT Clear cell boundary","T3_Nucleus_019","3417.0","320.2","324.0","38878.2","43973.0","38868.0","43965.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","17","T3_ClearCellBoundary_020","GT Clear cell boundary","T3_Nucleus_021","1091.5","388.7","332.5","38946.7","43981.5","38951.0","43986.5","0.0","0.0000"
"p2_tile_03","P2 tile 03","18","T3_ClearCellBoundary_021","GT Clear cell boundary","T3_Nucleus_020","8528.0","173.5","346.2","38731.5","43995.2","38724.5","43981.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","19","T3_ClearCellBoundary_022","GT Clear cell boundary","T3_Nucleus_022","2981.0","450.8","347.6","39008.8","43996.6","38980.5","44005.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","20","T3_ClearCellBoundary_023","GT Clear cell boundary","T3_Nucleus_023","6245.0","244.2","363.9","38802.2","44012.9","38825.0","44013.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","21","T3_ClearCellBoundary_024","GT Clear cell boundary","T3_Nucleus_025","2587.5","370.6","373.0","38928.6","44022.0","38921.5","44019.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","22","T3_ClearCellBoundary_025","GT Clear cell boundary","T3_Nucleus_026","3633.5","473.8","386.6","39031.8","44035.6","39034.5","44028.5","0.0","0.0000"
"p2_tile_03","P2 tile 03","23","T3_ClearCellBoundary_026","GT Clear cell boundary","T3_Nucleus_024","4041.5","304.1","388.0","38862.1","44037.0","38886.0","44014.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","24","T3_ClearCellBoundary_028","GT Clear cell boundary","T3_Nucleus_029","3763.0","497.5","451.8","39055.5","44100.8","39027.5","44108.0","0.0","0.0000"
"p2_tile_03","P2 tile 03","25","T3_ClearCellBoundary_029","GT Clear cell boundary","T3_Nucleus_028","4303.0","240.6","454.7","38798.6","44103.7","38794.0","44088.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","1","T4_ClearCellBoundary_005","GT Clear cell boundary","T4_Nucleus_008","19498.9","129.5","201.7","38687.5","44362.7","38704.5","44323.5","0.0","0.0000"
"p2_tile_04","P2 tile 04","2","T4_ClearCellBoundary_006","GT Clear cell boundary","T4_Nucleus_013","7318.8","308.8","219.1","38866.8","44380.1","38888.0","44416.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","3","T4_ClearCellBoundary_007","GT Clear cell boundary","T4_Nucleus_010","4263.5","470.0","223.4","39028.0","44384.4","39026.0","44406.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","4","T4_ClearCellBoundary_008","GT Clear cell boundary","T4_Nucleus_012","2179.6","254.6","241.4","38812.6","44402.4","38813.5","44415.5","0.0","0.0000"
"p2_tile_04","P2 tile 04","5","T4_ClearCellBoundary_010","GT Clear cell boundary","T4_Nucleus_014","6135.0","206.1","285.0","38764.1","44446.0","38739.0","44436.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","6","T4_ClearCellBoundary_011","GT Clear cell boundary","T4_Nucleus_016","5929.0","285.7","296.6","38843.7","44457.6","38820.5","44469.5","0.0","0.0000"
"p2_tile_04","P2 tile 04","7","T4_ClearCellBoundary_012","GT Clear cell boundary","T4_Nucleus_015","13877.1","423.5","313.9","38981.5","44474.9","39004.0","44440.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","8","T4_ClearCellBoundary_013","GT Clear cell boundary","T4_Nucleus_017","3598.4","303.8","360.5","38861.8","44521.5","38864.0","44509.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","9","T4_ClearCellBoundary_014","GT Clear cell boundary","T4_Nucleus_018","9639.4","96.4","362.7","38654.4","44523.7","38620.0","44516.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","10","T4_ClearCellBoundary_015","GT Clear cell boundary","T4_Nucleus_020","5203.8","202.7","379.9","38760.7","44540.9","38745.0","44570.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","11","T4_ClearCellBoundary_016","GT Clear cell boundary","T4_Nucleus_021","7353.9","463.4","396.3","39021.4","44557.3","39009.0","44579.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","12","T4_ClearCellBoundary_018","GT Clear cell boundary","T4_Nucleus_023","5096.9","323.6","411.5","38881.6","44572.5","38854.0","44592.0","0.0","0.0000"
"p2_tile_04","P2 tile 04","13","T4_ClearCellBoundary_019","GT Clear cell boundary","T4_Nucleus_022","9613.5","81.8","443.8","38639.8","44604.8","38589.0","44588.0","0.0","0.0000"
"p2_tile_05","P2 tile 05","1","T5_ClearCellBoundary_001","GT Clear cell boundary","T5_Nucleus_003","11058.8","128.5","106.0","38686.5","44779.0","38653.0","44819.0","0.0","0.0000"
"p2_tile_05","P2 tile 05","2","T5_ClearCellBoundary_003","GT Clear cell boundary","T5_Nucleus_004","4048.0","391.6","169.6","38949.6","44842.6","38935.5","44836.0","0.0","0.0000"
"p2_tile_05","P2 tile 05","3","T5_ClearCellBoundary_004","GT Clear cell boundary","T5_Nucleus_005","5500.5","136.5","193.3","38694.5","44866.3","38724.0","44881.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","4","T5_ClearCellBoundary_005","GT Clear cell boundary","T5_Nucleus_006","3396.0","489.8","202.7","39047.8","44875.7","39045.5","44889.0","0.0","0.0000"
"p2_tile_05","P2 tile 05","5","T5_ClearCellBoundary_006","GT Clear cell boundary","T5_Nucleus_007","4426.5","352.9","213.1","38910.9","44886.1","38938.5","44891.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","6","T5_ClearCellBoundary_007","GT Clear cell boundary","T5_Nucleus_010","8212.2","22.5","240.2","38580.5","44913.2","38572.5","44938.0","0.0","0.0000"
"p2_tile_05","P2 tile 05","7","T5_ClearCellBoundary_008","GT Clear cell boundary","T5_Nucleus_008","9621.0","234.6","240.6","38792.6","44913.6","38826.5","44920.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","8","T5_ClearCellBoundary_009","GT Clear cell boundary","T5_Nucleus_009","4351.3","433.6","245.3","38991.6","44918.3","39001.5","44933.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","9","T5_ClearCellBoundary_011","GT Clear cell boundary","T5_Nucleus_012","7761.0","326.6","280.8","38884.6","44953.8","38894.5","44953.0","0.0","0.0000"
"p2_tile_05","P2 tile 05","10","T5_ClearCellBoundary_012","GT Clear cell boundary","T5_Nucleus_013","6703.5","176.3","312.7","38734.3","44985.7","38752.0","44985.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","11","T5_ClearCellBoundary_013","GT Clear cell boundary","T5_Nucleus_014","5120.5","410.8","319.9","38968.8","44992.9","38987.5","45003.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","12","T5_ClearCellBoundary_014","GT Clear cell boundary","T5_Nucleus_015","3630.5","248.9","327.6","38806.9","45000.6","38802.0","45015.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","13","T5_ClearCellBoundary_015","GT Clear cell boundary","T5_Nucleus_016","5547.0","492.1","340.7","39050.1","45013.7","39057.5","45047.0","0.0","0.0000"
"p2_tile_05","P2 tile 05","14","T5_ClearCellBoundary_016","GT Clear cell boundary","T5_Nucleus_017","4415.5","242.6","369.6","38800.6","45042.6","38819.0","45051.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","15","T5_ClearCellBoundary_017","GT Clear cell boundary","T5_Nucleus_018","5632.6","354.5","398.5","38912.5","45071.5","38945.0","45064.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","16","T5_ClearCellBoundary_018","GT Clear cell boundary","T5_Nucleus_019","4384.0","111.8","414.0","38669.8","45087.0","38661.5","45106.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","17","T5_ClearCellBoundary_019","GT Clear cell boundary","T5_Nucleus_020","6671.0","453.0","419.2","39011.0","45092.2","39022.0","45114.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","18","T5_ClearCellBoundary_020","GT Clear cell boundary","T5_Nucleus_021","6392.0","41.4","460.5","38599.4","45133.5","38622.0","45131.5","0.0","0.0000"
"p2_tile_05","P2 tile 05","19","T5_ClearCellBoundary_021","GT Clear cell boundary","T5_Nucleus_022","4173.0","141.3","467.3","38699.3","45140.3","38683.5","45161.5","0.0","0.0000"
"p2_tile_06","P2 tile 06","1","T6_ClearCellBoundary_001","GT Clear cell boundary","T6_Nucleus_001","2794.7","491.2","65.5","39049.2","45250.5","39064.0","45249.5","0.0","0.0000"
"p2_tile_06","P2 tile 06","2","T6_ClearCellBoundary_002","GT Clear cell boundary","T6_Nucleus_005","11188.0","342.4","143.8","38900.4","45328.8","38929.0","45375.0","0.0","0.0000"
"p2_tile_06","P2 tile 06","3","T6_ClearCellBoundary_003","GT Clear cell boundary","T6_Nucleus_003","2558.5","458.8","170.6","39016.8","45355.6","38994.0","45365.0","0.0","0.0000"
"p2_tile_06","P2 tile 06","4","T6_ClearCellBoundary_004","GT Clear cell boundary","T6_Nucleus_002","6253.0","202.6","172.4","38760.6","45357.4","38756.0","45365.0","0.0","0.0000"
"p2_tile_06","P2 tile 06","5","T6_ClearCellBoundary_005","GT Clear cell boundary","T6_Nucleus_004","5621.5","45.6","179.7","38603.6","45364.7","38614.0","45369.0","0.0","0.0000"
"p2_tile_06","P2 tile 06","6","T6_ClearCellBoundary_006","GT Clear cell boundary","T6_Nucleus_008","6823.5","327.6","236.4","38885.6","45421.4","38868.5","45443.0","0.0","0.0000"
"p2_tile_06","P2 tile 06","7","T6_ClearCellBoundary_007","GT Clear cell boundary","T6_Nucleus_007","11690.5","451.9","242.5","39009.9","45427.5","39015.0","45438.0","0.0","0.0000"
"p2_tile_06","P2 tile 06","8","T6_ClearCellBoundary_008","GT Clear cell boundary","T6_Nucleus_006","11683.5","89.0","247.1","38647.0","45432.1","38649.0","45406.0","0.0","0.0000"
"p2_tile_06","P2 tile 06","9","T6_ClearCellBoundary_009","GT Clear cell boundary","T6_Nucleus_010","1622.0","394.4","301.4","38952.4","45486.4","38937.5","45495.5","0.0","0.0000"
"p2_tile_06","P2 tile 06","10","T6_ClearCellBoundary_010","GT Clear cell boundary","T6_Nucleus_009","2983.0","347.7","301.5","38905.7","45486.5","38933.5","45462.5","0.0","0.0000"
"p2_tile_06","P2 tile 06","11","T6_ClearCellBoundary_012","GT Clear cell boundary","T6_Nucleus_012","6367.5","275.7","319.5","38833.7","45504.5","38826.0","45513.5","0.0","0.0000"
"p2_tile_06","P2 tile 06","12","T6_ClearCellBoundary_013","GT Clear cell boundary","T6_Nucleus_014","13338.0","168.9","353.3","38726.9","45538.3","38756.0","45570.0","0.0","0.0000"
"p2_tile_06","P2 tile 06","13","T6_ClearCellBoundary_014","GT Clear cell boundary","T6_Nucleus_013","6638.0","372.8","359.5","38930.8","45544.5","38953.0","45553.5","0.0","0.0000"
"p2_tile_06","P2 tile 06","14","T6_ClearCellBoundary_015","GT Clear cell boundary","T6_Nucleus_016","8106.0","269.8","414.0","38827.8","45599.0","38808.5","45619.0","0.0","0.0000"
"p2_tile_06","P2 tile 06","15","T6_ClearCellBoundary_018","GT Clear cell boundary","T6_Nucleus_019","7281.0","448.3","465.7","39006.3","45650.7","39012.5","45677.5","0.0","0.0000"
"p2_tile_06","P2 tile 06","16","T6_ClearCellBoundary_019","GT Clear cell boundary","T6_Nucleus_018","5487.5","274.7","487.7","38832.7","45672.7","38804.5","45647.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","1","T7_ClearCellBoundary_002","GT Clear cell boundary","T7_Nucleus_004","5948.0","374.9","96.3","38932.9","45787.3","38924.0","45822.0","0.0","0.0000"
"p2_tile_07","P2 tile 07","2","T7_ClearCellBoundary_003","GT Clear cell boundary","T7_Nucleus_002","7018.0","109.6","104.9","38667.6","45795.9","38674.5","45810.0","0.0","0.0000"
"p2_tile_07","P2 tile 07","3","T7_ClearCellBoundary_004","GT Clear cell boundary","T7_Nucleus_003","6773.0","238.9","117.6","38796.9","45808.6","38820.5","45811.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","4","T7_ClearCellBoundary_005","GT Clear cell boundary","T7_Nucleus_005","4821.0","296.3","155.1","38854.3","45846.1","38867.0","45837.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","5","T7_ClearCellBoundary_006","GT Clear cell boundary","T7_Nucleus_007","3738.5","144.8","160.5","38702.8","45851.5","38701.0","45858.0","0.0","0.0000"
"p2_tile_07","P2 tile 07","6","T7_ClearCellBoundary_007","GT Clear cell boundary","T7_Nucleus_008","1971.0","76.8","166.4","38634.8","45857.4","38658.0","45864.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","7","T7_ClearCellBoundary_008","GT Clear cell boundary","T7_Nucleus_006","15647.5","387.5","205.3","38945.5","45896.3","38947.0","45847.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","8","T7_ClearCellBoundary_009","GT Clear cell boundary","T7_Nucleus_009","2257.5","34.3","206.5","38592.3","45897.5","38612.5","45891.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","9","T7_ClearCellBoundary_010","GT Clear cell boundary","T7_Nucleus_011","4235.5","145.5","222.1","38703.5","45913.1","38690.5","45902.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","10","T7_ClearCellBoundary_011","GT Clear cell boundary","T7_Nucleus_010","7208.0","271.5","224.7","38829.5","45915.7","38863.0","45894.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","11","T7_ClearCellBoundary_012","GT Clear cell boundary","T7_Nucleus_013","4980.0","103.9","246.2","38661.9","45937.2","38669.0","45916.0","0.0","0.0000"
"p2_tile_07","P2 tile 07","12","T7_ClearCellBoundary_014","GT Clear cell boundary","T7_Nucleus_014","2618.0","58.2","255.2","38616.2","45946.2","38617.0","45927.0","0.0","0.0000"
"p2_tile_07","P2 tile 07","13","T7_CompactCellBoundary_001","GT Compact cell boundary","T7_Nucleus_015","924.0","13.0","290.0","38571.0","45981.0","38566.0","45978.0","0.0","0.0000"
"p2_tile_07","P2 tile 07","14","T7_CompactCellBoundary_002","GT Compact cell boundary","T7_Nucleus_016","1787.5","92.9","310.4","38650.9","46001.4","38647.0","46002.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","15","T7_ClearCellBoundary_016","GT Clear cell boundary","T7_Nucleus_018","11411.3","168.1","361.2","38726.1","46052.2","38757.0","46052.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","16","T7_ClearCellBoundary_017","GT Clear cell boundary","T7_Nucleus_019","5060.0","444.6","386.4","39002.6","46077.4","39031.5","46077.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","17","T7_ClearCellBoundary_018","GT Clear cell boundary","T7_Nucleus_020","4629.0","240.5","400.9","38798.5","46091.9","38790.5","46106.5","0.0","0.0000"
"p2_tile_07","P2 tile 07","18","T7_ClearCellBoundary_019","GT Clear cell boundary","T7_Nucleus_021","10018.8","101.2","476.3","38659.2","46167.3","38647.0","46166.0","0.0","0.0000"
"p2_tile_07","P2 tile 07","19","T7_ClearCellBoundary_020","GT Clear cell boundary","T7_Nucleus_024","3177.0","260.0","483.0","38818.0","46174.0","38801.5","46190.0","0.0","0.0000"
"p2_tile_07","P2 tile 07","20","T7_ClearCellBoundary_021","GT Clear cell boundary","T7_Nucleus_023","2513.5","7.0","493.7","38565.0","46184.7","38579.0","46190.0","0.0","0.0000"
"p2_tile_07","P2 tile 07","21","T7_ClearCellBoundary_022","GT Clear cell boundary","T7_Nucleus_022","6339.5","394.3","498.8","38952.3","46189.8","38973.5","46170.5","0.0","0.0000"
"p2_tile_08","P2 tile 08","1","T8_ClearCellBoundary_001","GT Clear cell boundary","T8_Nucleus_001","8011.0","102.6","45.2","38660.6","46254.2","38619.0","46263.5","5.0","0.0006"
"p2_tile_08","P2 tile 08","2","T8_ClearCellBoundary_004","GT Clear cell boundary","T8_Nucleus_005","7033.0","71.3","149.1","38629.3","46358.1","38634.0","46384.5","0.0","0.0000"
"p2_tile_08","P2 tile 08","3","T8_ClearCellBoundary_005","GT Clear cell boundary","T8_Nucleus_006","3184.5","118.6","179.3","38676.6","46388.3","38666.5","46384.5","0.0","0.0000"
"p2_tile_08","P2 tile 08","4","T8_ClearCellBoundary_007","GT Clear cell boundary","T8_Nucleus_007","6975.5","430.2","221.2","38988.2","46430.2","39023.5","46416.0","0.0","0.0000"
"p2_tile_08","P2 tile 08","5","T8_ClearCellBoundary_008","GT Clear cell boundary","T8_Nucleus_008","2643.5","329.3","290.6","38887.3","46499.6","38891.5","46510.5","0.0","0.0000"
"p2_tile_08","P2 tile 08","6","T8_ClearCellBoundary_009","GT Clear cell boundary","T8_Nucleus_009","3796.0","295.0","333.7","38853.0","46542.7","38879.5","46535.5","0.0","0.0000"
"p2_tile_08","P2 tile 08","7","T8_ClearCellBoundary_010","GT Clear cell boundary","T8_Nucleus_010","5707.0","84.1","341.1","38642.1","46550.1","38632.0","46543.0","0.0","0.0000"
