tile_id,tile_name,boundary_name,boundary_class,include_for_cellseg1,nuclei_inside,nuclei_inside_in_tile,nuclei_names,stroma_overlap_px,stroma_overlap_fraction,flags
"p2_tile_04","P2 tile 04","T3_ClearCellBoundary_033","GT Clear cell boundary","false","2","2","T3_Nucleus_032|T4_Nucleus_005","0.0","0.0000","MULTI_NUCLEI"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_005","GT Clear cell boundary","true","1","1","T4_Nucleus_008","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_006","GT Clear cell boundary","true","1","1","T4_Nucleus_013","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_007","GT Clear cell boundary","true","1","1","T4_Nucleus_010","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_008","GT Clear cell boundary","true","1","1","T4_Nucleus_012","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_010","GT Clear cell boundary","true","1","1","T4_Nucleus_014","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_011","GT Clear cell boundary","true","1","1","T4_Nucleus_016","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_012","GT Clear cell boundary","true","1","1","T4_Nucleus_015","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_013","GT Clear cell boundary","true","1","1","T4_Nucleus_017","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_014","GT Clear cell boundary","true","1","1","T4_Nucleus_018","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_015","GT Clear cell boundary","true","1","1","T4_Nucleus_020","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_016","GT Clear cell boundary","true","1","1","T4_Nucleus_021","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_018","GT Clear cell boundary","true","1","1","T4_Nucleus_023","0.0","0.0000","OK"
"p2_tile_04","P2 tile 04","T4_ClearCellBoundary_019","GT Clear cell boundary","true","1","1","T4_Nucleus_022","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T4_ClearCellBoundary_021","GT Clear cell boundary","false","2","2","T5_Nucleus_001|T4_Nucleus_027","1.0","0.0001","MULTI_NUCLEI"
"p2_tile_05","P2 tile 05","T4_ClearCellBoundary_022","GT Clear cell boundary","false","1","1","T4_Nucleus_026","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T4_ClearCellBoundary_023","GT Clear cell boundary","false","1","0","T4_Nucleus_024","0.0","0.0000","NUCLEUS_OUTSIDE_TILE"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_001","GT Clear cell boundary","true","1","1","T5_Nucleus_003","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_003","GT Clear cell boundary","true","1","1","T5_Nucleus_004","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_004","GT Clear cell boundary","true","1","1","T5_Nucleus_005","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_005","GT Clear cell boundary","true","1","1","T5_Nucleus_006","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_006","GT Clear cell boundary","true","1","1","T5_Nucleus_007","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_007","GT Clear cell boundary","true","1","1","T5_Nucleus_010","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_008","GT Clear cell boundary","true","1","1","T5_Nucleus_008","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_009","GT Clear cell boundary","true","1","1","T5_Nucleus_009","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_011","GT Clear cell boundary","true","1","1","T5_Nucleus_012","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_012","GT Clear cell boundary","true","1","1","T5_Nucleus_013","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_013","GT Clear cell boundary","true","1","1","T5_Nucleus_014","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_014","GT Clear cell boundary","true","1","1","T5_Nucleus_015","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_015","GT Clear cell boundary","true","1","1","T5_Nucleus_016","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_016","GT Clear cell boundary","true","1","1","T5_Nucleus_017","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_017","GT Clear cell boundary","true","1","1","T5_Nucleus_018","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_018","GT Clear cell boundary","true","1","1","T5_Nucleus_019","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_019","GT Clear cell boundary","true","1","1","T5_Nucleus_020","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_020","GT Clear cell boundary","true","1","1","T5_Nucleus_021","0.0","0.0000","OK"
"p2_tile_05","P2 tile 05","T5_ClearCellBoundary_021","GT Clear cell boundary","true","1","1","T5_Nucleus_022","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T5_ClearCellBoundary_022","GT Clear cell boundary","false","1","0","T5_Nucleus_023","0.0","0.0000","NUCLEUS_OUTSIDE_TILE"
"p2_tile_06","P2 tile 06","T5_ClearCellBoundary_023","GT Clear cell boundary","false","1","1","T5_Nucleus_024","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_001","GT Clear cell boundary","true","1","1","T6_Nucleus_001","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_002","GT Clear cell boundary","true","1","1","T6_Nucleus_005","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_003","GT Clear cell boundary","true","1","1","T6_Nucleus_003","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_004","GT Clear cell boundary","true","1","1","T6_Nucleus_002","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_005","GT Clear cell boundary","true","1","1","T6_Nucleus_004","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_006","GT Clear cell boundary","true","1","1","T6_Nucleus_008","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_007","GT Clear cell boundary","true","1","1","T6_Nucleus_007","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_008","GT Clear cell boundary","true","1","1","T6_Nucleus_006","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_009","GT Clear cell boundary","true","1","1","T6_Nucleus_010","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_010","GT Clear cell boundary","true","1","1","T6_Nucleus_009","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_012","GT Clear cell boundary","true","1","1","T6_Nucleus_012","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_013","GT Clear cell boundary","true","1","1","T6_Nucleus_014","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_014","GT Clear cell boundary","true","1","1","T6_Nucleus_013","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_015","GT Clear cell boundary","true","1","1","T6_Nucleus_016","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_018","GT Clear cell boundary","true","1","1","T6_Nucleus_019","0.0","0.0000","OK"
"p2_tile_06","P2 tile 06","T6_ClearCellBoundary_019","GT Clear cell boundary","true","1","1","T6_Nucleus_018","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_002","GT Clear cell boundary","true","1","1","T7_Nucleus_004","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_003","GT Clear cell boundary","true","1","1","T7_Nucleus_002","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_004","GT Clear cell boundary","true","1","1","T7_Nucleus_003","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_005","GT Clear cell boundary","true","1","1","T7_Nucleus_005","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_006","GT Clear cell boundary","true","1","1","T7_Nucleus_007","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_007","GT Clear cell boundary","true","1","1","T7_Nucleus_008","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_008","GT Clear cell boundary","true","1","1","T7_Nucleus_006","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_009","GT Clear cell boundary","true","1","1","T7_Nucleus_009","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_010","GT Clear cell boundary","true","1","1","T7_Nucleus_011","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_011","GT Clear cell boundary","true","1","1","T7_Nucleus_010","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_012","GT Clear cell boundary","true","1","1","T7_Nucleus_013","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_014","GT Clear cell boundary","true","1","1","T7_Nucleus_014","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_CompactCellBoundary_001","GT Compact cell boundary","true","1","1","T7_Nucleus_015","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_CompactCellBoundary_002","GT Compact cell boundary","true","1","1","T7_Nucleus_016","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_015","GT Clear cell boundary","false","1","0","T7_Nucleus_017","0.0","0.0000","NUCLEUS_OUTSIDE_TILE"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_016","GT Clear cell boundary","true","1","1","T7_Nucleus_018","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_017","GT Clear cell boundary","true","1","1","T7_Nucleus_019","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_018","GT Clear cell boundary","true","1","1","T7_Nucleus_020","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_019","GT Clear cell boundary","true","1","1","T7_Nucleus_021","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_020","GT Clear cell boundary","true","1","1","T7_Nucleus_024","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_021","GT Clear cell boundary","true","1","1","T7_Nucleus_023","0.0","0.0000","OK"
"p2_tile_07","P2 tile 07","T7_ClearCellBoundary_022","GT Clear cell boundary","true","1","1","T7_Nucleus_022","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T7_ClearCellBoundary_023","GT Clear cell boundary","false","1","1","T7_Nucleus_026","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T7_ClearCellBoundary_024","GT Clear cell boundary","false","1","1","T7_Nucleus_025","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_001","GT Clear cell boundary","true","1","1","T8_Nucleus_001","5.0","0.0006","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_003","GT Clear cell boundary","false","1","0","T8_Nucleus_002","0.0","0.0000","NUCLEUS_OUTSIDE_TILE"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_004","GT Clear cell boundary","true","1","1","T8_Nucleus_005","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_005","GT Clear cell boundary","true","1","1","T8_Nucleus_006","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_007","GT Clear cell boundary","true","1","1","T8_Nucleus_007","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_008","GT Clear cell boundary","true","1","1","T8_Nucleus_008","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_009","GT Clear cell boundary","true","1","1","T8_Nucleus_009","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_010","GT Clear cell boundary","true","1","1","T8_Nucleus_010","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_011","GT Clear cell boundary","true","1","1","T8_Nucleus_011","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_012","GT Clear cell boundary","true","1","1","T8_Nucleus_012","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_013","GT Clear cell boundary","true","1","1","T8_Nucleus_015","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_014","GT Clear cell boundary","true","1","1","T8_Nucleus_013","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_015","GT Clear cell boundary","true","1","1","T8_Nucleus_014","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_016","GT Clear cell boundary","true","1","1","T8_Nucleus_016","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_018","GT Clear cell boundary","true","1","1","T8_Nucleus_019","0.0","0.0000","OK"
"p2_tile_08","P2 tile 08","T8_ClearCellBoundary_019","GT Clear cell boundary","false","1","0","T8_Nucleus_021","0.0","0.0000","NUCLEUS_OUTSIDE_TILE"
"p2_tile_09","P2 tile 09","T6_ClearCellBoundary_020","GT Clear cell boundary","false","1","1","T6_Nucleus_020","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_006","GT Clear cell boundary","true","1","1","T9_Nucleus_010","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_007","GT Clear cell boundary","true","1","1","T9_Nucleus_007","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_008","GT Clear cell boundary","true","1","1","T9_Nucleus_013","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_009","GT Clear cell boundary","true","1","1","T9_Nucleus_014","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_010","GT Clear cell boundary","true","1","1","T9_Nucleus_012","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_011","GT Clear cell boundary","true","1","1","T9_Nucleus_015","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_012","GT Clear cell boundary","true","1","1","T9_Nucleus_017","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_013","GT Clear cell boundary","true","1","1","T9_Nucleus_018","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_014","GT Clear cell boundary","true","1","1","T9_Nucleus_020","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_015","GT Clear cell boundary","true","1","1","T9_Nucleus_023","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_016","GT Clear cell boundary","true","1","1","T9_Nucleus_022","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_017","GT Clear cell boundary","true","1","1","T9_Nucleus_021","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_018","GT Clear cell boundary","true","1","1","T9_Nucleus_025","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_019","GT Clear cell boundary","true","1","1","T9_Nucleus_024","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_020","GT Clear cell boundary","true","1","1","T9_Nucleus_028","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_021","GT Clear cell boundary","true","1","1","T9_Nucleus_029","0.0","0.0000","OK"
"p2_tile_09","P2 tile 09","T9_ClearCellBoundary_022","GT Clear cell boundary","false","1","0","T9_Nucleus_033","0.8","0.0002","NUCLEUS_OUTSIDE_TILE"
"p2_tile_10","P2 tile 10","T10_ClearCellBoundary_002","GT Clear cell boundary","true","1","1","T10_Nucleus_005","0.0","0.0000","OK"
"p2_tile_10","P2 tile 10","T10_ClearCellBoundary_003","GT Clear cell boundary","false","1","0","T10_Nucleus_001","0.0","0.0000","NUCLEUS_OUTSIDE_TILE"
"p2_tile_10","P2 tile 10","T10_ClearCellBoundary_004","GT Clear cell boundary","true","1","1","T10_Nucleus_003","0.0","0.0000","OK"
"p2_tile_10","P2 tile 10","T10_ClearCellBoundary_005","GT Clear cell boundary","true","1","1","T10_Nucleus_007","0.0","0.0000","OK"
"p2_tile_10","P2 tile 10","T10_ClearCellBoundary_006","GT Clear cell boundary","true","1","1","T10_Nucleus_006","0.0","0.0000","OK"
"p2_tile_10","P2 tile 10","T9_ClearCellBoundary_005","GT Clear cell boundary","false","1","1","T9_Nucleus_006","0.0","0.0000","OK"
"p2_tile_10","P2 tile 10","T10_ClearCellBoundary_007","GT Clear cell boundary","true","1","1","T10_Nucleus_004","0.0","0.0000","OK"
"p2_tile_10","P2 tile 10","T10_ClearCellBoundary_008","GT Clear cell boundary","true","1","1","T10_Nucleus_008","0.0","0.0000","OK"
"p2_tile_10","P2 tile 10","T10_ClearCellBoundary_009","GT Clear cell boundary","true","1","1","T10_Nucleus_009","0.0","0.0000","OK"
